Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2018-08-03,Wide Grip Pullups,Back,0.0,6,,,
2018-08-03,Standing Dumbbell Row,Back,35.0,8,,,
2018-08-03,Hammer Chin Ups,Back,0.0,3,,,
2018-08-03,Concentration Curl,Biceps,15.0,8,,,
2018-08-03,Incline Dumbbell Hammer Curl,Biceps,15.0,10,,,
2018-08-03,Dumbbell Behind Back,Forearms,15.0,15,,,
2018-08-04,Cycling,Cardio,,,3.81,m,0:25:24
2018-08-06,Dumbbell Bench Press,Chest,50.0,10,,,
2018-08-06,Dumbbell Incline Press,Chest,40.0,10,,,
2018-08-06,High to Low Cable Fly,Chest,10.0,15,,,
2018-08-06,Ropes Tricep Pulldown,Triceps,30.0,15,,,
2018-08-06,Bar Dips,Triceps,0.0,6,,,
2018-08-06,Standing Military Press,Shoulders,30.0,6,,,
2018-08-06,Lateral Dumbbell Raise,Shoulders,15.0,9,,,
2018-08-06,Lateral Dumbbell Raise,Shoulders,10.0,10,,,
2018-08-06,Dumbbell Bench Press,Chest,50.0,9,,,
2018-08-06,Dumbbell Incline Press,Chest,40.0,6,,,
2018-08-06,High to Low Cable Fly,Chest,17.0,10,,,
2018-08-06,Ropes Tricep Pulldown,Triceps,37.0,6,,,
2018-08-06,Bar Dips,Triceps,0.0,4,,,
2018-08-06,Standing Military Press,Shoulders,25.0,6,,,
2018-08-06,Ropes Tricep Pulldown,Triceps,33.0,7,,,
2018-08-06,Dumbbell Bench Press,Chest,50.0,7,,,
2018-08-06,Dumbbell Incline Press,Chest,30.0,8,,,
2018-08-06,High to Low Cable Fly,Chest,13.0,10,,,
2018-08-06,Bar Dips,Triceps,0.0,2,,,
2018-08-06,Standing Military Press,Shoulders,15.0,9,,,
2018-08-06,Lateral Dumbbell Raise,Shoulders,10.0,10,,,
2018-08-06,Ropes Tricep Pulldown,Triceps,33.0,10,,,
2018-08-06,Yoga,Cardio,,,0.0,m,0:20:00
2018-08-06,Cycling,Cardio,,,1.33,m,0:25:04
2018-08-07,Cycling,Cardio,,,3.83,m,0:31:14
2018-08-07,Dumbbell Deadlift,Hamstrings,40.0,14,,,
2018-08-07,Dumbbell Deadlift,Hamstrings,40.0,12,,,
2018-08-07,Dumbbell Deadlift,Hamstrings,40.0,10,,,
2018-08-07,Dumbbell Deadlift,Hamstrings,40.0,10,,,
2018-08-07,Rear Delt Fly,Shoulders,15.0,13,,,
2018-08-07,Rear Delt Fly,Shoulders,15.0,13,,,
2018-08-07,Rear Delt Fly,Shoulders,15.0,12,,,
2018-08-07,Rear Delt Fly,Shoulders,10.0,12,,,
2018-08-07,Incline Dumbbell Hammer Curl,Biceps,25.0,8,,,
2018-08-07,Incline Dumbbell Hammer Curl,Biceps,25.0,8,,,
2018-08-07,Incline Dumbbell Hammer Curl,Biceps,25.0,6,,,
2018-08-07,Incline Dumbbell Hammer Curl,Biceps,20.0,10,,,
2018-08-07,Reverse Dumbbell Curls,Biceps,10.0,10,,,
2018-08-07,Reverse Dumbbell Curls,Biceps,10.0,10,,,
2018-08-07,Reverse Dumbbell Curls,Biceps,10.0,10,,,
2018-08-07,Reverse Dumbbell Curls,Biceps,10.0,7,,,
2018-08-07,Palm Down Wrist Curl,Forearms,10.0,20,,,
2018-08-07,Palm Down Wrist Curl,Forearms,10.0,15,,,
2018-08-07,Palm Down Wrist Curl,Forearms,10.0,10,,,
2018-08-07,Palm Down Wrist Curl,Forearms,10.0,10,,,
2018-08-07,Yoga,Cardio,,,0.0,m,0:12:00
2018-08-08,Dumbbell Squats,Quads,40.0,15,,,
2018-08-08,Dumbbell Deadlift,Hamstrings,40.0,12,,,
2018-08-08,Walking Lunges,Quads,25.0,20,,,
2018-08-08,Single Leg Calf Raises,Calves,25.0,15,,,
2018-08-08,High Crunch,Abs,5.0,15,,,
2018-08-08,Reverse Crunch,Abs,0.0,15,,,
2018-08-08,Russian Twists,Abs,5.0,15,,,
2018-08-08,Spider Plank,Abs,0.0,10,,,
2018-08-08,Dumbbell Squats,Quads,40.0,12,,,
2018-08-08,Dumbbell Deadlift,Hamstrings,40.0,10,,,
2018-08-08,Walking Lunges,Quads,15.0,20,,,
2018-08-08,Single Leg Calf Raises,Calves,25.0,15,,,
2018-08-08,High Crunch,Abs,5.0,12,,,
2018-08-08,Reverse Crunch,Abs,0.0,12,,,
2018-08-08,Russian Twists,Abs,5.0,12,,,
2018-08-08,Spider Plank,Abs,0.0,10,,,
2018-08-08,Dumbbell Squats,Quads,35.0,12,,,
2018-08-08,Dumbbell Deadlift,Hamstrings,40.0,8,,,
2018-08-08,Walking Lunges,Quads,15.0,20,,,
2018-08-08,Single Leg Calf Raises,Calves,25.0,12,,,
2018-08-08,High Crunch,Abs,5.0,15,,,
2018-08-08,Reverse Crunch,Abs,0.0,15,,,
2018-08-08,Russian Twists,Abs,5.0,15,,,
2018-08-08,Spider Plank,Abs,0.0,12,,,
2018-08-08,Cycling,Cardio,,,2.84,m,0:30:24
2018-08-09,Barbell Bench Press,Chest,125.0,12,,,
2018-08-09,Barbell Bench Press,Chest,125.0,10,,,
2018-08-09,Barbell Bench Press,Chest,115.0,10,,,
2018-08-09,Medicine Ball Single Arm Pushups,Chest,0.0,7,,,
2018-08-09,Medicine Ball Single Arm Pushups,Chest,0.0,5,,,
2018-08-09,Perfect Pushups,Chest,0.0,6,,,
2018-08-09,High to Low Cable Fly,Chest,13.0,10,,,
2018-08-09,High to Low Cable Fly,Chest,13.0,10,,,
2018-08-09,Bar Dips,Triceps,0.0,6,,,
2018-08-09,Bar Dips,Triceps,0.0,4,,,
2018-08-09,Double Tricep Press,Triceps,50.0,7,,,
2018-08-09,Double Tricep Press,Triceps,40.0,9,,,
2018-08-09,Dumbbell Shrugs,Shoulders,125.0,12,,,
2018-08-09,Dumbbell Shrugs,Shoulders,125.0,12,,,
2018-08-09,High to Low Cable Fly,Chest,13.0,9,,,
2018-08-09,Bar Dips,Triceps,0.0,4,,,
2018-08-09,Double Tricep Press,Triceps,40.0,8,,,
2018-08-09,Dumbbell Shrugs,Shoulders,115.0,12,,,
2018-08-09,Dumbbell Shrugs,Shoulders,105.0,12,,,
2018-08-09,Barbell Bench Press,Chest,105.0,8,,,
2018-08-09,Perfect Pushups,Chest,0.0,4,,,
2018-08-09,High to Low Cable Fly,Chest,10.0,10,,,
2018-08-09,Bar Dips,Triceps,0.0,4,,,
2018-08-09,Double Tricep Press,Triceps,35.0,9,,,
2018-08-10,Cycling,Cardio,,,3.86,m,0:29:10
2018-08-10,Pull Up,Back,0.0,13,,,
2018-08-10,Wood Cutters,Back,22.0,15,,,
2018-08-10,Cable Row,Back,22.0,15,,,
2018-08-10,Concentration Curl,Biceps,25.0,10,,,
2018-08-10,Dumbbell Hammer Curl,Biceps,30.0,5,,,
2018-08-10,Palm Up Wrist Curl,Forearms,10.0,20,,,
2018-08-10,Pull Up,Back,0.0,12,,,
2018-08-10,Wood Cutters,Back,33.0,12,,,
2018-08-10,Cable Row,Back,33.0,12,,,
2018-08-10,Concentration Curl,Biceps,25.0,8,,,
2018-08-10,Dumbbell Hammer Curl,Biceps,20.0,9,,,
2018-08-10,Palm Up Wrist Curl,Forearms,10.0,20,,,
2018-08-10,Pull Up,Back,0.0,10,,,
2018-08-10,Wood Cutters,Back,33.0,10,,,
2018-08-10,Cable Row,Back,33.0,10,,,
2018-08-10,Concentration Curl,Biceps,20.0,9,,,
2018-08-10,Dumbbell Hammer Curl,Biceps,20.0,7,,,
2018-08-10,Palm Up Wrist Curl,Forearms,10.0,16,,,
2018-08-10,Pull Up,Back,0.0,10,,,
2018-08-10,Wood Cutters,Back,33.0,10,,,
2018-08-10,Cable Row,Back,33.0,10,,,
2018-08-10,Concentration Curl,Biceps,20.0,7,,,
2018-08-10,Palm Up Wrist Curl,Forearms,10.0,20,,,
2018-08-10,Dumbbell Hammer Curl,Biceps,20.0,5,,,
2018-08-10,Yoga,Cardio,,,0.0,m,0:12:00
2018-08-11,Hiking,Cardio,,,0.85,mi,0:54:17
2018-08-11,Hiking,Cardio,,,4.63,mi,2:38:35
2018-08-11,Hiking,Cardio,,,3.4,mi,1:46:01
2018-08-12,Hiking,Cardio,,,4.53,mi,2:01:17
2018-08-13,Dumbbell Bench Press,Chest,50.0,15,,,
2018-08-13,Decline Pushups,Chest,0.0,12,,,
2018-08-13,High to Low Cable Fly,Chest,17.0,14,,,
2018-08-13,Skull Crushers,Triceps,55.0,15,,,
2018-08-13,Tricep Kickback,Triceps,15.0,12,,,
2018-08-13,Dumbbell Bench Press,Chest,50.0,11,,,
2018-08-13,High to Low Cable Fly,Chest,17.0,12,,,
2018-08-13,Decline Pushups,Chest,0.0,8,,,
2018-08-13,Skull Crushers,Triceps,65.0,10,,,
2018-08-13,Tricep Kickback,Triceps,15.0,10,,,
2018-08-13,Dumbbell Bench Press,Chest,50.0,8,,,
2018-08-13,Decline Pushups,Chest,0.0,7,,,
2018-08-13,High to Low Cable Fly,Chest,17.0,12,,,
2018-08-13,Skull Crushers,Triceps,55.0,10,,,
2018-08-13,Tricep Kickback,Triceps,15.0,10,,,
2018-08-13,Dumbbell Bench Press,Chest,45.0,8,,,
2018-08-13,Decline Pushups,Chest,0.0,5,,,
2018-08-13,High to Low Cable Fly,Chest,17.0,11,,,
2018-08-13,Skull Crushers,Triceps,55.0,10,,,
2018-08-13,Tricep Kickback,Triceps,15.0,10,,,
2018-08-14,Barbell Rows,Back,45.0,15,,,
2018-08-14,Rear Delt Fly,Shoulders,15.0,15,,,
2018-08-14,Supermans,Back,0.0,15,,,
2018-08-14,Cross Chest Hammer Curl,Biceps,25.0,12,,,
2018-08-14,Narrow Pullup,Back,0.0,9,,,
2018-08-14,Barbell Behind Back,Forearms,45.0,30,,,
2018-08-14,Barbell Rows,Back,50.0,12,,,
2018-08-14,Rear Delt Fly,Shoulders,15.0,12,,,
2018-08-14,Supermans,Back,0.0,12,,,
2018-08-14,Cross Chest Hammer Curl,Biceps,25.0,9,,,
2018-08-14,Narrow Pullup,Back,0.0,9,,,
2018-08-14,Barbell Behind Back,Forearms,55.0,20,,,
2018-08-14,Barbell Rows,Back,45.0,9,,,
2018-08-14,Rear Delt Fly,Shoulders,10.0,12,,,
2018-08-14,Supermans,Back,0.0,12,,,
2018-08-14,Cross Chest Hammer Curl,Biceps,15.0,12,,,
2018-08-14,Narrow Pullup,Back,0.0,8,,,
2018-08-14,Barbell Behind Back,Forearms,55.0,20,,,
2018-08-14,Barbell Behind Back,Forearms,55.0,20,,,
2018-08-14,Barbell Rows,Back,45.0,8,,,
2018-08-14,Rear Delt Fly,Shoulders,5.0,15,,,
2018-08-14,Supermans,Back,0.0,10,,,
2018-08-14,Cross Chest Hammer Curl,Biceps,15.0,15,,,
2018-08-14,Narrow Pullup,Back,0.0,7,,,
2018-08-14,Yoga,Cardio,,,0.0,m,0:15:00
2018-08-14,Cycling,Cardio,,,2.79,m,0:18:18
2018-08-15,Barbell Back Squat,Quads,105.0,15,,,
2018-08-15,Conventional Deadlift,Hamstrings,105.0,15,,,
2018-08-15,Single Leg Calf Raises,Calves,25.0,20,,,
2018-08-15,Dumbbell Lunges,Quads,30.0,15,,,
2018-08-15,Barbell Back Squat,Quads,105.0,12,,,
2018-08-15,Conventional Deadlift,Hamstrings,105.0,12,,,
2018-08-15,Single Leg Calf Raises,Calves,25.0,18,,,
2018-08-15,Dumbbell Lunges,Quads,30.0,10,,,
2018-08-15,Dumbbell Lunges,Quads,30.0,12,,,
2018-08-15,Barbell Back Squat,Quads,95.0,10,,,
2018-08-15,Conventional Deadlift,Hamstrings,95.0,10,,,
2018-08-15,Single Leg Calf Raises,Calves,25.0,15,,,
2018-08-15,Barbell Back Squat,Quads,85.0,10,,,
2018-08-15,Conventional Deadlift,Hamstrings,85.0,10,,,
2018-08-15,Single Leg Calf Raises,Calves,25.0,15,,,
2018-08-15,Dumbbell Lunges,Quads,30.0,10,,,
2018-08-15,Yoga,Cardio,,,0.0,m,0:15:00
2018-08-15,Cycling,Cardio,,,3.38,m,0:23:40
2018-08-16,Cycling,Cardio,,,4.56,m,0:35:05
2018-08-16,Chest Dips,Chest,0.0,12,,,
2018-08-16,Bosu Pushups,Chest,0.0,12,,,
2018-08-16,Dumbbell Bench Press,Chest,50.0,4,,,
2018-08-16,Overhand Tricep Pull Down,Triceps,16.5,14,,,
2018-08-16,Single Overhead Triceps Extension,Triceps,25.0,9,,,
2018-08-16,Sitting Military Press,Shoulders,20.0,10,,,
2018-08-16,Dumbbell Bench Press,Chest,40.0,8,,,
2018-08-16,Chest Dips,Chest,0.0,10,,,
2018-08-16,Bosu Pushups,Chest,0.0,11,,,
2018-08-16,Dumbbell Bench Press,Chest,40.0,8,,,
2018-08-16,Overhand Tricep Pull Down,Triceps,16.5,7,,,
2018-08-16,Single Overhead Triceps Extension,Triceps,20.0,7,,,
2018-08-16,Sitting Military Press,Shoulders,20.0,10,,,
2018-08-16,Sitting Military Press,Shoulders,20.0,10,,,
2018-08-16,Chest Dips,Chest,0.0,8,,,
2018-08-16,Bosu Pushups,Chest,0.0,8,,,
2018-08-16,Dumbbell Bench Press,Chest,40.0,6,,,
2018-08-16,Overhand Tricep Pull Down,Triceps,11.0,15,,,
2018-08-16,Single Overhead Triceps Extension,Triceps,15.0,12,,,
2018-08-16,Sit Ups,Abs,0.0,20,,,
2018-08-16,Sit Ups,Abs,0.0,15,,,
2018-08-16,Sit Ups,Abs,0.0,15,,,
2018-08-16,Reverse Crunch,Abs,0.0,20,,,
2018-08-16,Reverse Crunch,Abs,0.0,15,,,
2018-08-16,Reverse Crunch,Abs,0.0,15,,,
2018-08-16,Russian Twists,Abs,0.0,20,,,
2018-08-16,Russian Twists,Abs,0.0,24,,,
2018-08-16,Russian Twists,Abs,0.0,32,,,
2018-08-16,High Crunch,Abs,0.0,20,,,
2018-08-16,High Crunch,Abs,0.0,15,,,
2018-08-16,High Crunch,Abs,0.0,15,,,
2018-08-16,Knee Crunches,Abs,0.0,20,,,
2018-08-16,Knee Crunches,Abs,0.0,15,,,
2018-08-16,Knee Crunches,Abs,0.0,15,,,
2018-08-16,Bicycle Crunches,Abs,0.0,20,,,
2018-08-16,Bicycle Crunches,Abs,0.0,20,,,
2018-08-16,Bicycle Crunches,Abs,0.0,15,,,
2018-08-16,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-16,Back Extension,Back,0.0,10,,,
2018-08-16,Back Extension,Back,0.0,10,,,
2018-08-16,Back Extension,Back,0.0,10,,,
2018-08-17,Wide Grip Pullups,Back,0.0,13,,,
2018-08-17,Standing Dumbbell Row,Back,40.0,12,,,
2018-08-17,Lateral Shoulder Pull In,Back,10.0,15,,,
2018-08-17,EZ Bar Curls,Biceps,45.0,15,,,
2018-08-17,Incline Dumbbell Hammer Curl,Biceps,25.0,7,,,
2018-08-17,Barbell Seesaw,Forearms,45.0,10,,,
2018-08-17,Wide Grip Pullups,Back,0.0,11,,,
2018-08-17,Standing Dumbbell Row,Back,40.0,12,,,
2018-08-17,Lateral Shoulder Pull In,Back,10.0,15,,,
2018-08-17,EZ Bar Curls,Biceps,45.0,13,,,
2018-08-17,Incline Dumbbell Hammer Curl,Biceps,15.0,11,,,
2018-08-17,Barbell Seesaw,Forearms,45.0,10,,,
2018-08-17,Barbell Seesaw,Forearms,45.0,10,,,
2018-08-17,Wide Grip Pullups,Back,0.0,9,,,
2018-08-17,Standing Dumbbell Row,Back,40.0,8,,,
2018-08-17,Lateral Shoulder Pull In,Back,13.0,12,,,
2018-08-17,EZ Bar Curls,Biceps,45.0,10,,,
2018-08-17,Incline Dumbbell Hammer Curl,Biceps,15.0,10,,,
2018-08-17,Barbell Seesaw,Forearms,45.0,10,,,
2018-08-17,Wide Grip Pullups,Back,0.0,8,,,
2018-08-17,Standing Dumbbell Row,Back,30.0,10,,,
2018-08-17,Lateral Shoulder Pull In,Back,13.0,12,,,
2018-08-17,EZ Bar Curls,Biceps,45.0,8,,,
2018-08-17,Incline Dumbbell Hammer Curl,Biceps,15.0,10,,,
2018-08-17,Yoga,Cardio,,,0.0,m,0:10:00
2018-08-17,Cycling,Cardio,,,3.33,m,0:22:29
2018-08-20,Bosu Pushups,Chest,0.0,15,,,
2018-08-20,Bosu Pushups,Chest,0.0,12,,,
2018-08-20,Bosu Pushups,Chest,0.0,12,,,
2018-08-20,Bosu Pushups,Chest,0.0,8,,,
2018-08-20,Barbell Bench Press,Chest,125.0,15,,,
2018-08-20,Barbell Bench Press,Chest,135.0,7,,,
2018-08-20,Barbell Bench Press,Chest,115.0,7,,,
2018-08-20,Barbell Bench Press,Chest,85.0,15,,,
2018-08-20,Chest Dips,Chest,0.0,8,,,
2018-08-20,Chest Dips,Chest,0.0,7,,,
2018-08-20,Chest Dips,Chest,0.0,4,,,
2018-08-20,Ropes Tricep Pulldown,Triceps,37.0,10,,,
2018-08-20,Ropes Tricep Pulldown,Triceps,33.0,12,,,
2018-08-20,Ropes Tricep Pulldown,Triceps,33.0,10,,,
2018-08-20,Bench Dumbbell Skull Dodger,Triceps,35.0,13,,,
2018-08-20,Bench Dumbbell Skull Dodger,Triceps,40.0,8,,,
2018-08-20,Bench Dumbbell Skull Dodger,Triceps,40.0,11,,,
2018-08-20,Front Dumbbell Raise,Shoulders,25.0,16,,,
2018-08-20,Front Dumbbell Raise,Shoulders,25.0,12,,,
2018-08-20,Front Dumbbell Raise,Shoulders,25.0,12,,,
2018-08-20,Farmers Walk (yards),Shoulders,50.0,12,,,
2018-08-20,Farmers Walk (yards),Shoulders,50.0,22,,,
2018-08-20,Farmers Walk (yards),Shoulders,50.0,28,,,
2018-08-20,Yoga,Cardio,,,0.0,m,0:14:00
2018-08-20,Inverted Hammer Row,Back,0.0,13,,,
2018-08-20,Rear Delt Fly,Shoulders,20.0,13,,,
2018-08-20,Cross Cable Punch,Back,44.0,9,,,
2018-08-20,Narrow Pullup,Back,0.0,12,,,
2018-08-20,Reverse Dumbbell Curls,Biceps,15.0,10,,,
2018-08-20,Farmers Walk (yards),Shoulders,50.0,14,,,
2018-08-20,Rear Delt Fly,Shoulders,15.0,14,,,
2018-08-20,Cross Cable Punch,Back,44.0,10,,,
2018-08-20,Narrow Pullup,Back,0.0,10,,,
2018-08-20,Reverse Dumbbell Curls,Biceps,15.0,10,,,
2018-08-20,Inverted Hammer Row,Back,0.0,10,,,
2018-08-20,Inverted Hammer Row,Back,0.0,8,,,
2018-08-20,Rear Delt Fly,Shoulders,15.0,13,,,
2018-08-20,Cross Cable Punch,Back,44.0,9,,,
2018-08-20,Narrow Pullup,Back,6.0,5,,,
2018-08-20,Reverse Dumbbell Curls,Biceps,10.0,12,,,
2018-08-20,Inverted Hammer Row,Back,0.0,8,,,
2018-08-20,Rear Delt Fly,Shoulders,15.0,10,,,
2018-08-20,Cross Cable Punch,Back,44.0,8,,,
2018-08-20,Narrow Pullup,Back,0.0,6,,,
2018-08-20,Reverse Dumbbell Curls,Biceps,15.0,10,,,
2018-08-20,Running (Treadmill),Cardio,,,0.5,mi,0:05:00
2018-08-21,Windshield Wipers,Abs,0.0,20,,,
2018-08-21,Windshield Wipers,Abs,0.0,20,,,
2018-08-21,Windshield Wipers,Abs,0.0,20,,,
2018-08-21,Butt-Ups,Abs,0.0,10,,,
2018-08-21,Butt-Ups,Abs,0.0,10,,,
2018-08-21,Butt-Ups,Abs,0.0,10,,,
2018-08-21,Side Raise,Abs,0.0,20,,,
2018-08-21,Side Raise,Abs,0.0,20,,,
2018-08-21,Side Raise,Abs,0.0,20,,,
2018-08-21,Knee Crunches,Abs,0.0,10,,,
2018-08-21,Knee Crunches,Abs,0.0,15,,,
2018-08-21,Knee Crunches,Abs,0.0,16,,,
2018-08-21,Sit Ups,Abs,0.0,10,,,
2018-08-21,Sit Ups,Abs,0.0,15,,,
2018-08-21,Sit Ups,Abs,0.0,16,,,
2018-08-21,Russian Twists,Abs,0.0,20,,,
2018-08-21,Russian Twists,Abs,0.0,30,,,
2018-08-21,Russian Twists,Abs,0.0,24,,,
2018-08-21,Bicycle Crunches,Abs,0.0,10,,,
2018-08-21,Bicycle Crunches,Abs,0.0,10,,,
2018-08-21,Bicycle Crunches,Abs,0.0,10,,,
2018-08-21,Plank Rolls,Abs,0.0,10,,,
2018-08-21,Plank Rolls,Abs,0.0,10,,,
2018-08-21,Plank Rolls,Abs,0.0,10,,,
2018-08-21,Mountain Climbers,Abs,0.0,20,,,
2018-08-21,Mountain Climbers,Abs,0.0,20,,,
2018-08-21,Mountain Climbers,Abs,0.0,30,,,
2018-08-22,Cycling,Cardio,,,3.27,m,0:25:00
2018-08-22,Barbell Back Squat,Quads,125.0,15,,,
2018-08-22,Single Leg Deadlift,Hamstrings,30.0,10,,,
2018-08-22,Walking Lunges,Quads,25.0,20,,,
2018-08-22,Single Leg Calf Raises,Calves,30.0,16,,,
2018-08-22,Barbell Back Squat,Quads,125.0,12,,,
2018-08-22,Single Leg Deadlift,Hamstrings,30.0,9,,,
2018-08-22,Walking Lunges,Quads,25.0,20,,,
2018-08-22,Single Leg Calf Raises,Calves,30.0,15,,,
2018-08-22,Single Leg Calf Raises,Calves,30.0,15,,,
2018-08-22,Barbell Back Squat,Quads,125.0,10,,,
2018-08-22,Single Leg Deadlift,Hamstrings,30.0,8,,,
2018-08-22,Walking Lunges,Quads,25.0,20,,,
2018-08-22,Yoga,Cardio,,,0.0,m,0:10:00
2018-08-23,Chest Dips,Chest,0.0,10,,,
2018-08-23,Chest Dips,Chest,0.0,10,,,
2018-08-23,Pushups,Chest,0.0,5,,,
2018-08-23,Dumbbell Incline Press,Chest,40.0,9,,,
2018-08-23,Dumbbell Incline Press,Chest,40.0,8,,,
2018-08-23,Sitting Military Press,Shoulders,25.0,8,,,
2018-08-23,Sitting Military Press,Shoulders,25.0,8,,,
2018-08-23,Double Tricep Press,Triceps,45.0,8,,,
2018-08-23,Double Tricep Press,Triceps,40.0,10,,,
2018-08-23,Skull Crushers,Triceps,55.0,12,,,
2018-08-23,Skull Crushers,Triceps,55.0,10,,,
2018-08-23,Chest Dips,Chest,0.0,9,,,
2018-08-23,Pushups,Chest,0.0,10,,,
2018-08-23,Dumbbell Incline Press,Chest,40.0,4,,,
2018-08-23,Sitting Military Press,Shoulders,25.0,7,,,
2018-08-23,Double Tricep Press,Triceps,40.0,9,,,
2018-08-23,Skull Crushers,Triceps,45.0,10,,,
2018-08-23,Dumbbell Incline Press,Chest,30.0,6,,,
2018-08-23,Skull Crushers,Triceps,45.0,10,,,
2018-08-23,Chest Dips,Chest,0.0,8,,,
2018-08-23,Pushups,Chest,0.0,7,,,
2018-08-23,Dumbbell Incline Press,Chest,25.0,9,,,
2018-08-23,Sitting Military Press,Shoulders,15.0,10,,,
2018-08-23,Double Tricep Press,Triceps,40.0,8,,,
2018-08-23,Sit Ups,Abs,0.0,20,,,
2018-08-23,Sit Ups,Abs,0.0,20,,,
2018-08-23,Sit Ups,Abs,0.0,20,,,
2018-08-23,Reverse Crunch,Abs,0.0,20,,,
2018-08-23,Reverse Crunch,Abs,0.0,20,,,
2018-08-23,Reverse Crunch,Abs,0.0,20,,,
2018-08-23,Russian Twists,Abs,0.0,20,,,
2018-08-23,Russian Twists,Abs,0.0,20,,,
2018-08-23,Russian Twists,Abs,0.0,20,,,
2018-08-23,High Crunch,Abs,0.0,20,,,
2018-08-23,High Crunch,Abs,0.0,20,,,
2018-08-23,High Crunch,Abs,0.0,20,,,
2018-08-23,Knee Crunches,Abs,0.0,20,,,
2018-08-23,Knee Crunches,Abs,0.0,20,,,
2018-08-23,Knee Crunches,Abs,0.0,20,,,
2018-08-23,Bicycle Crunches,Abs,0.0,20,,,
2018-08-23,Bicycle Crunches,Abs,0.0,20,,,
2018-08-23,Bicycle Crunches,Abs,0.0,20,,,
2018-08-23,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Low Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Side Plank,Abs,,,0.0,m,0:00:20
2018-08-23,Back Extension,Back,0.0,10,,,
2018-08-23,Back Extension,Back,0.0,10,,,
2018-08-23,Back Extension,Back,0.0,10,,,
2018-08-24,Pull Up,Back,6.0,10,,,
2018-08-24,Cable Row,Back,37.0,12,,,
2018-08-24,Barbell Rows,Back,50.0,10,,,
2018-08-24,Concentration Curl,Biceps,25.0,9,,,
2018-08-24,Incline Dumbbell Hammer Curl,Biceps,25.0,8,,,
2018-08-24,Barbell Behind Back,Forearms,85.0,15,,,
2018-08-24,Pull Up,Back,6.0,8,,,
2018-08-24,Cable Row,Back,37.0,10,,,
2018-08-24,Barbell Rows,Back,50.0,6,,,
2018-08-24,Concentration Curl,Biceps,25.0,5,,,
2018-08-24,Incline Dumbbell Hammer Curl,Biceps,15.0,12,,,
2018-08-24,Barbell Behind Back,Forearms,85.0,15,,,
2018-08-24,Concentration Curl,Biceps,15.0,8,,,
2018-08-24,Pull Up,Back,0.0,8,,,
2018-08-24,Cable Row,Back,37.0,8,,,
2018-08-24,Barbell Rows,Back,40.0,10,,,
2018-08-24,Concentration Curl,Biceps,15.0,10,,,
2018-08-24,Incline Dumbbell Hammer Curl,Biceps,15.0,10,,,
2018-08-24,Barbell Behind Back,Forearms,65.0,20,,,
2018-08-24,Pull Up,Back,0.0,9,,,
2018-08-24,Cable Row,Back,33.0,8,,,
2018-08-24,Barbell Rows,Back,40.0,8,,,
2018-08-24,Concentration Curl,Biceps,15.0,10,,,
2018-08-24,Incline Dumbbell Hammer Curl,Biceps,15.0,8,,,
2018-08-24,Barbell Behind Back,Forearms,65.0,18,,,
2018-08-27,Archer Pushups,Chest,0.0,20,,,
2018-08-27,Archer Pushups,Chest,0.0,18,,,
2018-08-27,Dumbbell Bench Press,Chest,40.0,12,,,
2018-08-27,Dumbbell Bench Press,Chest,40.0,12,,,
2018-08-27,High to Low Cable Fly,Chest,20.0,12,,,
2018-08-27,High to Low Cable Fly,Chest,20.0,10,,,
2018-08-27,Bar Dips,Triceps,0.0,8,,,
2018-08-27,Bar Dips,Triceps,0.0,7,,,
2018-08-27,Tricep Kickback,Triceps,15.0,15,,,
2018-08-27,Single Overhead Triceps Extension,Triceps,25.0,9,,,
2018-08-27,Lateral Dumbbell Raise,Shoulders,15.0,10,,,
2018-08-27,Lateral Dumbbell Raise,Shoulders,15.0,11,,,
2018-08-27,Lateral Dumbbell Raise,Shoulders,15.0,9,,,
2018-08-27,Archer Pushups,Chest,0.0,16,,,
2018-08-27,Dumbbell Bench Press,Chest,40.0,9,,,
2018-08-27,High to Low Cable Fly,Chest,20.0,8,,,
2018-08-27,Bar Dips,Triceps,0.0,6,,,
2018-08-27,Single Overhead Triceps Extension,Triceps,25.0,6,,,
2018-08-27,Archer Pushups,Chest,0.0,14,,,
2018-08-27,Dumbbell Bench Press,Chest,40.0,7,,,
2018-08-27,High to Low Cable Fly,Chest,17.0,12,,,
2018-08-27,Bar Dips,Triceps,0.0,5,,,
2018-08-27,Single Overhead Triceps Extension,Triceps,15.0,12,,,
2018-08-27,Lateral Dumbbell Raise,Shoulders,15.0,9,,,
2018-08-28,Pull Up,Back,10.0,10,,,
2018-08-28,Rear Delt Fly,Shoulders,25.0,10,,,
2018-08-28,Supermans,Back,6.0,10,,,
